order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
0028de0ca693a1bb26448916a81105cc,1,059344baebbeaa42fa9f2bbe11b1583e,955fee9216a65b617aa5c0531780ce60,2018-08-21 3:35:00,29.99,15.31
0055b77cca3186676c147f532dd2547b,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-02-25 22:47:00,149,40.37
008c3a655c66f4d92370d0d422732f69,1,f71a7c95a86564873cd996896b2976f6,955fee9216a65b617aa5c0531780ce60,2018-03-12 4:08:00,90,9.44
009e11afa25aa95ae78e60a793995c9b,1,519f3a4ea67cdce4923fbc76badd6bd2,582d4f8675b945722eda7c0cb61ba4c7,2017-10-26 0:15:00,30.99,34.15
0123a055aa66357326dd6db066592a7d,1,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,2018-05-03 3:55:00,53.9,33.93
0123a055aa66357326dd6db066592a7d,2,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,2018-05-03 3:55:00,53.9,33.93
01e515b157491fa28d3b56e7ef342573,1,aa8d88eb4b9cb38894e33fa624c4287f,6560211a19b47992c3666cc44a7e94c0,2018-05-03 7:52:00,55,12.83
01f80c40f143af17e50622fe26ca76c4,1,839321c2db7b3b3eaff4944c3b052ecd,d25aa0aaacb370e912f8cf6efeba38b3,2018-05-24 14:59:00,113.89,23.38
02346f2f5b8930a992461a607bf6bf62,1,716586b5781e43926d404ad0f11669e8,e333046ce6517bd8bb510291d44f0130,2018-03-27 2:50:00,89,17.53
025a548c7e6d70e6b6cf600a112b0d9c,1,2bfc998cf625e54b2c6447bfc7c18cb4,aac29b1b99776be73c3049939652091d,2018-06-11 12:52:00,159,36.24
02a96427d96112413499795f52a9a4e8,1,a56b51724402d77b13ba844e67130c4a,8f119a0aee85c0c8fc534629734e94fd,2018-05-29 23:17:00,66.3,8.29
02c8a77069dc7fd1cf273312c3a6e499,1,17823ffd2de8234f0e885a71109613a4,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-06 0:05:00,279.99,15.55
02fafd9313d5274736b9740f23006a8d,1,50063fba038aabf31446889396187973,f5a590cf36251cf1162ea35bef76fe84,2017-11-24 2:30:00,301,17.87
033729e95819665323119db0291d0f0c,1,331a9e69c95aad991177b0f1ef85a261,70a12e78e608ac31179aea7f8422044b,2017-05-18 5:42:00,98,13.03
0339c36ce09427390de0dfe649d7e073,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-26 19:14:00,122.99,9.06
033d674880f1edbb660161a0c672e9d3,1,c5944369a5cc96d600713f640e46ab5e,850f4f8af5ea87287ac68de36e29107f,2018-03-02 12:30:00,49,14.1
03c14c8290a74e1b205057282a26c63c,1,ddc50b859563aa0b3d663559f3696690,7c67e1448b00f6e969d365cea6b010ab,2018-02-08 2:58:00,156.99,23.68
03e2b2c32adfd7016fbdf98a70a7077c,1,0eb8e03d4ef83152c4642b606b5bbdec,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2018-05-17 18:53:00,29.99,15.16
0436c197b0ba8265af9fa94b7f444866,1,7f72a8900b3d2fc8fa2635b7836d6e6e,7299e27ed73d2ad986de7f7c77d919fa,2018-08-09 16:05:00,64.99,18.56
0438652a8cef245640be57b30610a4fb,1,4a351fa3b10c2b78daee983c534c56fd,229c3efbfb0ea2058de4ccdfbc3d784a,2018-04-11 2:28:00,467,19.24
0438652a8cef245640be57b30610a4fb,2,4a351fa3b10c2b78daee983c534c56fd,229c3efbfb0ea2058de4ccdfbc3d784a,2018-04-11 2:28:00,467,19.24
04df14e9618f3ad47f7b1e353b0b9c50,1,5a6e53c3b4e8684b13388d6aa4afdf12,7299e27ed73d2ad986de7f7c77d919fa,2017-05-30 2:55:00,16.99,15.1
0512bcd90b810913b8177d5324c5ee0d,1,68bf2e76db1d8e846042e54da87399ca,1a3df491d1c4f1589fc2b934ada68bf2,2017-06-30 16:45:00,69.9,17.74
054f63d52e4bcfceaf9cae8637863c82,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-11-30 23:13:00,89.9,16.26
057bc88d7845bc736fbe1fb27f2932f2,1,1aa290cdf7d94d625562f35575218444,a416b6a846a11724393025641d4edd5e,2018-02-01 17:22:00,185.85,12.51
0584a31bb6abbd3dcc27e2d464ac863d,1,acdf5c2a687407b37b00081300de0bdc,ec2e006556300a79a5a91e4876ab3a56,2018-02-26 7:11:00,12.9,8.72
05bc55c2402923914487bf644d917ad5,1,bd7cd34fc6d02e730221b11edc354aae,46dc3b2cc0980fb8ec44634e21d2718e,2017-12-07 15:30:00,99.99,16.95
05c3b5a011d47cd6cd88d4c5d6c15b90,1,11dc4053871ff53ff79fb1fc7e6b160f,b1ac6ea7895bc3dd6f0f6f4abbdd2821,2017-07-10 16:30:00,99,17.94
067d7f81fe42137dd925344dceb47d20,1,de17feec1983829fec4bc58cadaa43f3,835f0f7810c76831d6c7d24c7a646d4d,2018-01-31 17:13:00,69.9,13.51
0680b3722414028009984ae5c04c5df0,1,3758055ab2434bd36ac78e00b15b5cf6,59fb871bf6f4522a87ba567b42dafecf,2017-06-12 13:55:00,219.99,9.73
06a31d324c43e3350e4a83fb663c151a,1,944a8fa6055b8213f9e715720d4e2d5c,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-10 2:51:00,124.9,27.82
06dc4c865466794eb744032dc81b2c3f,1,177793be904f7c1a1ca04c64ce05a68a,9baf5cb77970f539089d09a38bcec5c3,2017-05-02 7:55:00,99.99,14.87
06e4e324b83309e575442446e34377d7,1,1c36a5285f7f3b1ed2637d7c528ce5ff,d1b65fc7debc3361ea86b5f14c68d2e2,2017-06-30 2:25:00,99.9,22.7
070cc53897ed4829689c415f99d37c3e,1,53ab1363bbc2573a252d86619a782424,f7720c4fa8e3aba4546301ab80ea1f1b,2018-05-21 3:30:00,19.9,16.32
070f532c26f2505352210937089dfc79,1,3a05a947f28cf46d789adedc107d7595,87142160b41353c4e5fca2360caf6f92,2017-09-22 7:25:00,119.9,28.22
08c6860a0281fefc591da60249d5fa76,1,66f4a4e7df716d7d67d81496ccc1ccf6,0c7f30ae9b147eca07affbef92832a6a,2017-04-24 20:22:00,129.9,17.75
08d8f90d77d9280c2e00ee3d749c22ae,1,7adb171e34892acd7b24bcd0c841e221,382229d1e840115ffe3dbf5ff460e417,2018-05-04 8:12:00,59.9,16.39
0914478fdcadbaa5c8c8b3442b4f28d2,1,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,2017-08-15 21:45:00,49,7.78
0998d3f4248f4c162beb9c06e2f87480,1,33a8f9ff2a9a41c0c49a24d12e106151,f8db351d8c4c4c22c6835c19a46f01b0,2017-08-17 2:51:00,30.9,9.27
0998d3f4248f4c162beb9c06e2f87480,2,33a8f9ff2a9a41c0c49a24d12e106151,f8db351d8c4c4c22c6835c19a46f01b0,2017-08-17 2:51:00,30.9,9.27
0998d3f4248f4c162beb9c06e2f87480,3,33a8f9ff2a9a41c0c49a24d12e106151,f8db351d8c4c4c22c6835c19a46f01b0,2017-08-17 2:51:00,30.9,9.27
0a3e09ae60d6eb7338e353c0c323eabf,1,49770e2e1a22b61e15a13c2cbfbfcbbd,ac3508719a1d8f5b7614b798f70af136,2017-10-13 14:14:00,139.9,17.23
0a74dbb3f48ca542f83c5911f24e472d,1,8b1490c8e82581bd050b41bd709a6364,6c12e40690c335dbc2f68a4134d30dc1,2017-04-26 21:35:00,25,14.52
0a9814deb494ce0733321ca35f215a22,1,3a362c0e7f9a69276e2d95869a3e143b,c70c1b0d8ca86052f45a432a38b73958,2018-05-14 4:54:00,110.32,18.65
0b7a6fc05a25cefe1287ad5568d08c4f,1,2b0422f04592a663193d00d032c3c987,06a2c3af7b3aee5d69171b0e14f0ee87,2018-05-08 14:31:00,119.99,32.76
0b912c351945bbd827aa7a0d181e5be9,1,cc77b8a29a57a3506f7fd74c1117dec1,4de6e4ba574aa9dfdc824bc44dc47fdd,2018-04-09 10:10:00,9.9,7.71
0bca8e07f15636c260b1f794be423ad9,1,c19d5ba108c34b8255cf9a524da92bc4,4e922959ae960d389249c378d1c939f5,2017-05-04 9:35:00,75,14.7
0bdba50744ca6b6e2c44940e00050e5f,1,2109e8aeedbade2096a471740fb9e798,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-21 17:57:00,108,40.15
